,All Causes,"Communicable, maternal, perinatal and nutritional conditions",Infectious and parasitic diseases,Tuberculosis,STDs excluding HIV,Syphilis,Chlamydia,Gonorrhoea,Trichomoniasis,Genital herpes,Other STDs,HIV/AIDS,Diarrhoeal diseases,Childhood-cluster diseases,Whooping cough,Diphtheria,Measles,Tetanus,Meningitis,Encephalitis,Hepatitis,Acute hepatitis A,Acute hepatitis B,Acute hepatitis C,Acute hepatitis E,Parasitic and vector diseases,Malaria,African Trypanosomiasis,Chagas disease,Schistosomiasis,Leishmaniasis,lymphatic filariasis,Onchocerciasis,Cysticercosis,Echinococcosis,Dengue,Trachoma,Yellow fever,Rabies,Intestinal nematode infections,Ascariasis,Trichuriasis,Hookworm disease,Food-bourne trematodes,Leprosy,Other infectious diseases,Respiratory Infectious ,Lower respiratory infections,Upper respiratory infections,Otitis media,Maternal conditions,Neonatal conditions,Preterm birth complications,Birth asphyxia and birth trauma,Neonatal sepsis and infections,Other neonatal conditions,Nutritional deficiencies,Protein-energy malnutrition,Iodine deficiency,Vitamin A deficiency,Iron-deficiency anaemia,Other nutritional deficiencies,Noncommunicable diseases,Malignant neoplasms,Mouth and oropharynx cancers,Lip and oral cavity,Nasopharynx,Other pharynx,Oesophagus cancer,Stomach cancer,Colon and rectum cancers,Liver cancer,Liver cancer secondary to hepatitis B,Liver cancer secondary to hepatitis C,Liver cancer secondary to alcohol use,Other liver cancer,Pancreas cancer,"Trachea, bronchus, lung cancers",Melanoma and other skin cancers,Malignant skin melanoma,Non-melanoma skin cancer,Breast cancer,Cervix uteri cancer,Corpus uteri cancer,Ovary cancer,Prostate cancer,Testicular cancer,Kidney cancer,Bladder cancer,Brain and nervous system cancers,Gallbladder and biliary tract cancer,Larynx cancer,Thyroid cancer,Mesothelioma,"Lymphomas, multiple myeloma",Hodgkin lymphoma,Non-Hodgkin lymphoma,Multiple myeloma,Leukaemia,,Other neoplasms,Diabetes mellitus,"Endocrine, blood, immune disorders",Thalassaemias,Sickle cell disorders and trait,Other haemoglobinopathies and haemolytic anaemias,"Other endocrine, blood and immune disorders",Mental and substance use disorders,Depressive disorders,Major depressive disorder,Dysthymia,Bipolar disorder,Schizophrenia,Alcohol use disorders,Drug use disorders,Opioid use disorders,Cocaine use disorders,Amphetamine use disorders,Cannabis use disorders,Other drug use disorders,Anxiety disorders,Eating disorders,Autism and Asperger syndrome,Childhood behavioural disorders,Attention deficit/hyperactivity syndrome,Conduct disorder,Idiopathic intellectual disability,Other mental and behavioural disorders,Neurological conditions,Alzheimer disease and other dementias,Parkinson disease,Epilepsy,Multiple sclerosis,Migraine,Non-migraine headache,Other neurological conditions,Sense organ diseases,Cardiovascular diseases,Rheumatic heart disease,Hypertensive heart disease,Ischaemic heart disease,Stroke,Ischaemic stroke,Haemorrhagic stroke,"Cardiomyopathy, myocarditis, endocarditis",Other circulatory diseases,Respiratory diseases,Chronic obstructive pulmonary disease,Asthma,Other respiratory diseases,Digestive diseases,Peptic ulcer disease,Cirrhosis of the liver,Cirrhosis due to hepatitis B,Cirrhosis due to hepatitis C,Cirrhosis due to alcohol use,Other liver cirrhosis,Appendicitis,Gastritis and duodenitis,Paralytic ileus and intestinal obstruction,Inflammatory bowel disease,Gallbladder and biliary diseases,Pancreatitis,Other digestive diseases,Genitourinary diseases,Kidney diseases,Acute glomerulonephritis,Chronic kidney disease due to diabetes,Other chronic kidney disease,Benign prostatic hyperplasia,Urolithiasis,Other urinary diseases,Infertility,Gynecological diseases,Skin diseases,Musculoskeletal diseases,Rheumatoid arthritis,Osteoarthritis,Gout,Back and neck pain,Other musculoskeletal disorders,Congenital anomalies,Neural tube defects,Cleft lip and cleft palate,Down syndrome,Congenital heart anomalies,Other chromosomal anomalies,Other congenital anomalies,Oral conditions,Sudden infant death syndrome,Injuries,Unintentional injuries,Road injury,Poisonings,Falls,"Fire, heat and hot substances",Drowning,Exposure to mechanical forces,Natural disasters,Other unintentional injuries,Intentional injuries,Self-harm,Interpersonal violence,Collective violence and legal intervention
IND,9559.1,2685.5,1315.3,470.6,6.5,6.1,0.0,0.2,.,.,0.1,67.2,431.2,59.0,5.0,0.1,42.0,11.9,40.3,39.9,78.7,5.0,43.3,1.1,29.2,66.4,23.7,.,.,.,12.1,.,.,3.7,0.4,20.2,.,.,6.3,0.5,0.5,.,.,.,8.3,46.8,650.0,648.2,0.8,1.0,43.1,602.6,329.9,137.7,94.6,40.4,74.5,52.3,0.5,.,8.9,12.8,5816.5,773.3,94.4,55.9,3.0,35.5,41.3,61.4,53.4,28.6,15.3,4.9,5.7,2.7,15.7,84.9,4.4,1.3,3.0,76.4,68.9,5.0,21.7,13.6,1.5,6.7,10.5,16.3,35.6,19.1,3.5,0.4,29.3,4.3,18.0,7.0,27.8,53.3,14.3,298.2,26.2,0.8,10.7,10.4,4.3,27.4,.,.,.,.,2.0,7.8,17.1,13.4,0.6,0.6,.,2.5,.,0.5,.,.,.,.,.,.,189.9,126.7,4.2,29.7,5.0,.,.,24.3,.,2474.5,110.9,160.0,1446.9,694.3,316.5,377.7,17.0,45.6,1038.6,896.8,110.4,31.5,502.9,57.7,259.7,141.8,31.9,57.7,28.5,14.8,8.6,69.3,7.1,14.1,28.5,43.1,294.6,257.9,2.2,70.8,184.9,.,3.3,32.2,.,1.2,11.2,46.4,19.7,.,.,.,26.7,116.1,2.1,0.3,4.4,55.4,4.1,49.7,0.5,2.4,1057.1,797.6,278.4,24.7,204.6,51.2,63.0,42.3,2.6,130.8,259.5,206.3,53.0,0.3
IDN,1842.5,394.5,250.4,98.1,0.3,0.3,0.0,0.0,.,.,0.0,35.0,66.3,10.5,1.2,0.0,5.5,3.9,5.4,3.5,6.3,0.2,4.9,0.2,1.0,11.0,1.9,.,.,0.0,.,.,.,0.0,0.0,8.1,.,.,0.9,0.0,0.0,.,.,.,0.9,13.1,56.8,56.6,0.1,0.1,9.6,59.2,27.8,17.8,9.6,4.0,18.4,17.9,0.0,.,0.1,0.3,1339.5,213.9,12.0,2.4,7.9,1.7,2.2,5.7,20.5,18.4,5.3,6.5,2.7,3.8,6.3,34.5,1.9,0.6,1.3,21.3,10.0,2.0,7.9,10.0,1.1,2.8,3.9,3.8,1.6,1.3,3.3,0.1,12.9,0.7,10.0,2.2,9.2,21.1,2.8,104.1,10.4,2.2,0.0,5.9,2.3,2.1,.,.,.,.,0.2,1.2,0.6,0.4,0.0,0.0,.,0.1,.,0.0,.,.,.,.,.,.,38.1,31.3,1.2,3.5,0.2,.,.,1.9,.,655.3,5.7,25.9,259.7,332.7,114.0,218.7,10.4,20.9,102.8,61.8,35.5,5.5,128.2,17.5,55.9,20.7,20.0,5.5,9.7,3.6,1.9,17.4,1.8,6.8,6.4,16.9,53.1,43.0,0.0,14.8,28.2,.,0.4,9.5,.,0.1,3.2,5.2,1.0,.,.,.,4.3,19.8,1.9,0.0,0.4,10.4,0.5,6.5,.,0.6,108.4,89.9,39.8,1.2,18.2,1.4,9.0,2.5,.,17.7,18.6,7.4,11.2,.
IRN,361.9,30.6,8.9,1.3,0.0,0.0,0.0,0.0,.,.,0.0,3.9,1.5,0.3,0.3,0.0,0.0,0.0,0.8,0.1,0.6,0.0,0.5,0.0,0.1,0.1,0.0,.,.,.,0.1,.,.,0.0,0.0,.,.,.,0.0,0.0,0.0,.,.,.,0.0,0.3,11.2,11.2,0.0,0.0,0.2,9.8,4.7,2.6,1.7,0.8,0.5,0.2,0.0,.,0.2,0.0,291.5,57.7,0.9,0.5,0.2,0.2,5.3,8.9,4.7,1.6,0.8,0.4,0.1,0.2,1.2,4.8,0.4,0.2,0.2,3.5,0.4,0.2,1.2,2.5,0.3,1.2,2.5,2.0,0.7,0.6,0.6,0.1,3.5,0.5,2.1,0.8,3.2,7.4,0.8,9.3,1.4,0.1,0.1,0.5,0.8,2.3,.,.,.,.,0.1,0.1,2.1,1.8,0.0,0.0,.,0.3,.,0.0,.,.,.,.,.,.,18.3,17.2,0.3,0.4,0.2,.,.,0.2,.,163.0,0.3,16.4,89.1,42.4,23.8,18.5,2.4,12.4,14.4,9.7,4.2,0.4,7.9,1.4,3.9,1.7,0.9,0.2,1.1,0.2,0.3,0.6,0.1,0.3,0.3,0.8,11.6,7.1,0.1,1.5,5.5,.,0.6,3.9,.,0.0,0.2,0.3,0.0,.,.,.,0.2,4.2,0.4,0.0,0.1,1.4,0.2,2.1,.,0.1,39.8,32.3,22.1,1.1,2.0,2.1,0.8,1.2,.,3.0,7.5,2.8,3.3,1.4
IRQ,194.5,33.0,6.0,1.0,0.2,0.2,0.0,0.0,.,.,0.0,.,2.5,0.4,0.2,0.0,0.0,0.1,0.6,0.4,0.2,0.0,0.1,0.0,0.0,0.3,0.0,.,.,0.0,0.2,.,.,0.0,0.0,.,.,.,0.0,0.0,0.0,.,.,.,0.0,0.4,8.2,8.2,0.0,0.0,0.7,17.8,8.3,5.4,2.8,1.3,0.4,0.3,0.0,.,0.0,0.0,104.6,19.6,0.4,0.2,0.1,0.1,0.2,0.9,1.0,0.7,0.3,0.2,0.1,0.1,0.5,2.3,0.1,0.0,0.1,2.2,0.2,0.1,0.4,0.4,0.1,0.6,1.1,1.1,0.2,0.5,0.2,0.0,1.6,0.3,1.1,0.1,1.7,3.1,1.6,6.4,1.1,0.1,0.3,0.3,0.3,0.5,.,.,.,.,0.0,0.1,0.5,0.4,0.0,0.0,.,0.0,.,0.0,.,.,.,.,.,.,4.0,3.4,0.0,0.3,0.0,.,.,0.2,.,55.7,0.6,2.0,32.6,14.3,8.1,6.2,1.8,4.4,2.5,1.3,0.6,0.6,1.8,0.1,1.1,0.5,0.3,0.1,0.3,0.0,0.0,0.2,0.1,0.1,0.0,0.2,4.8,4.3,0.0,0.1,4.2,.,0.0,0.5,.,0.0,0.2,0.1,0.0,.,.,.,0.1,6.3,0.2,0.0,0.1,2.7,0.1,3.2,.,0.2,56.9,11.7,6.5,0.2,0.6,0.6,0.6,1.5,.,1.8,45.2,1.1,4.6,39.4
IRL,30.0,1.5,0.2,0.0,0.0,0.0,0.0,0.0,.,.,0.0,0.0,0.0,0.0,.,0.0,.,.,0.0,0.0,0.0,0.0,0.0,0.0,.,0.0,.,.,.,.,.,.,.,0.0,.,.,.,.,.,.,.,.,.,.,.,0.1,1.2,1.2,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,.,0.0,0.0,27.1,8.8,0.2,0.1,0.0,0.1,0.4,0.3,1.1,0.3,0.0,0.1,0.1,0.0,0.5,1.9,0.2,0.2,0.1,0.8,0.1,0.1,0.3,0.6,0.0,0.2,0.2,0.3,0.1,0.1,0.0,0.0,0.5,0.0,0.3,0.2,0.3,0.4,0.2,0.6,0.2,0.0,0.0,0.0,0.2,0.3,.,.,.,.,0.0,0.1,0.2,0.1,0.0,0.0,.,0.0,.,0.0,.,.,.,.,.,.,3.0,2.2,0.4,0.1,0.1,.,.,0.3,.,9.0,0.0,0.2,5.2,1.9,1.0,0.9,0.2,1.4,2.7,1.9,0.1,0.8,1.2,0.1,0.3,0.0,0.1,0.2,0.0,0.0,0.0,0.1,0.0,0.1,0.0,0.5,0.7,0.5,0.0,0.2,0.3,.,0.0,0.2,.,0.0,0.0,0.2,0.1,.,.,.,0.1,0.2,0.0,0.0,0.0,0.0,0.0,0.1,.,0.0,1.4,0.8,0.2,0.0,0.3,0.0,0.1,0.0,.,0.2,0.6,0.5,0.0,.
ISR,42.6,4.1,1.2,0.0,0.0,0.0,0.0,0.0,.,.,0.0,0.0,0.3,0.0,.,0.0,.,.,0.0,0.0,0.0,0.0,0.0,0.0,.,0.0,.,.,.,.,0.0,.,.,0.0,.,.,.,.,.,.,.,.,.,.,0.0,0.9,2.4,2.4,0.0,0.0,0.0,0.3,0.1,0.0,0.0,0.1,0.2,0.0,0.0,.,0.2,0.0,36.7,11.7,0.1,0.1,0.0,0.0,0.2,0.5,1.5,0.4,0.1,0.2,0.1,0.0,1.0,2.0,0.4,0.2,0.1,1.2,0.1,0.2,0.3,0.5,0.0,0.3,0.4,0.5,0.1,0.1,0.1,0.0,0.9,0.0,0.6,0.3,0.6,0.5,0.3,2.5,0.9,0.0,0.0,0.1,0.8,0.2,.,.,.,.,0.0,0.0,0.1,0.0,0.0,0.0,.,0.0,.,0.0,.,.,.,.,.,.,3.0,2.1,0.3,0.1,0.0,.,.,0.4,.,10.2,0.1,0.5,5.0,2.5,1.3,1.2,0.2,1.8,2.7,1.7,0.1,0.8,1.6,0.0,0.4,0.1,0.2,0.1,0.0,0.0,0.0,0.1,0.0,0.2,0.1,0.8,2.3,1.8,0.0,1.0,0.7,.,0.0,0.5,.,0.0,0.5,0.3,0.0,.,.,.,0.3,0.3,0.0,0.0,0.0,0.1,0.0,0.2,.,0.0,1.8,1.2,0.3,0.0,0.1,0.0,0.1,0.0,.,0.7,0.6,0.4,0.2,.
ITA,625.3,28.3,11.4,0.6,0.1,0.0,0.0,0.0,.,.,0.0,0.9,0.9,0.0,.,0.0,0.0,0.0,0.2,0.3,0.6,0.0,0.5,0.0,.,0.0,.,.,.,.,0.0,.,.,0.0,.,.,.,.,0.0,.,.,.,.,.,0.0,7.9,13.9,13.8,0.0,0.0,0.0,0.8,0.4,0.1,0.1,0.2,2.2,0.5,0.0,.,1.4,0.2,573.3,174.0,3.1,1.8,0.2,1.1,2.0,11.4,21.7,10.1,1.3,6.3,2.0,0.5,11.0,34.4,2.8,2.0,0.8,13.6,1.1,2.1,3.3,8.9,0.1,3.9,6.6,4.2,3.8,1.8,0.6,1.6,9.5,0.5,5.3,3.7,6.8,9.3,8.8,22.8,7.3,0.9,0.0,1.1,5.4,1.6,.,.,.,.,0.4,0.4,0.8,0.5,0.0,0.1,.,0.2,.,0.0,.,.,.,.,.,.,49.1,36.0,6.2,1.0,0.5,.,.,5.4,.,221.9,2.2,16.4,108.9,62.4,32.5,29.9,5.1,26.9,38.7,29.6,0.5,8.6,27.5,0.8,10.3,1.5,6.7,1.1,1.0,0.1,0.2,2.8,1.2,2.0,1.1,9.1,16.2,14.3,0.0,2.2,12.1,.,0.1,1.8,.,0.0,1.1,2.8,0.6,.,.,.,2.2,1.4,0.0,0.0,0.2,0.5,0.0,0.6,.,0.0,23.8,18.5,3.3,0.3,3.8,0.2,0.3,0.4,.,10.2,5.3,4.7,0.5,.
JAM,19.1,2.2,1.1,0.0,0.0,0.0,0.0,0.0,.,.,0.0,0.9,0.0,0.0,0.0,0.0,.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,.,0.0,.,.,.,.,.,.,.,0.0,0.0,0.0,.,.,.,0.0,0.0,.,.,.,0.0,0.2,0.6,0.6,0.0,0.0,0.0,0.3,0.2,0.1,0.0,0.1,0.1,0.0,0.0,.,0.1,0.0,15.0,3.5,0.0,0.0,0.0,0.0,0.1,0.2,0.3,0.1,0.0,0.0,0.0,0.0,0.1,0.4,0.0,0.0,0.0,0.3,0.2,0.1,0.1,0.8,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.1,0.1,0.1,0.2,0.1,2.6,0.3,0.0,0.1,0.1,0.2,0.0,.,.,.,.,0.0,0.0,0.0,0.0,0.0,0.0,.,0.0,.,0.0,.,.,.,.,.,.,0.4,0.2,0.1,0.0,0.0,.,.,0.1,.,5.8,0.0,0.7,2.0,2.5,1.2,1.2,0.1,0.4,0.8,0.5,0.1,0.2,0.5,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.5,0.3,0.0,0.1,0.3,.,0.0,0.1,.,0.0,0.2,0.1,0.0,.,.,.,0.1,0.2,0.0,0.0,0.0,0.1,0.0,0.1,.,0.0,1.8,0.8,0.3,0.0,0.0,0.0,0.0,0.1,.,0.4,1.0,0.0,1.0,.
JPN,1310.2,169.0,19.1,3.6,0.2,0.1,0.0,0.0,.,.,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.3,0.4,0.8,0.0,0.7,0.0,.,0.0,.,.,.,.,.,.,.,0.0,0.0,.,.,.,0.0,.,.,.,.,.,0.0,10.8,146.1,145.9,0.2,0.0,0.1,0.6,0.2,0.1,0.1,0.1,3.2,1.9,0.0,.,0.9,0.5,1071.7,394.6,8.0,4.4,0.3,3.3,12.5,54.5,54.4,32.4,8.8,17.2,5.3,1.1,33.2,78.2,1.8,0.7,1.1,14.2,3.9,3.0,5.0,12.9,0.1,9.2,8.8,2.4,21.0,1.1,2.0,1.5,17.4,0.2,12.5,4.7,8.9,8.3,12.5,14.9,10.5,0.1,0.0,3.4,7.0,1.9,.,.,.,.,0.7,0.5,0.6,0.5,0.0,0.1,.,0.1,.,0.1,.,.,.,.,.,.,50.0,31.5,8.8,1.0,0.1,.,.,8.6,.,363.9,2.7,4.2,155.8,130.2,77.8,52.3,7.9,63.1,111.6,51.3,2.5,57.9,57.5,3.3,17.6,4.9,8.7,2.4,1.5,0.1,0.1,7.1,0.3,6.7,1.4,21.1,43.8,35.8,0.1,18.2,17.5,.,0.4,7.6,.,0.0,1.8,5.9,1.8,.,.,.,4.1,2.4,0.0,0.0,0.1,1.2,0.2,0.9,.,0.2,69.6,44.4,6.0,0.6,8.4,1.3,8.2,0.7,0.2,18.9,25.3,24.9,0.4,0.0
JOR,29.1,3.4,0.4,0.0,0.0,0.0,0.0,0.0,.,.,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,.,.,.,0.0,0.0,.,.,0.0,0.0,.,.,.,.,0.0,0.0,.,.,.,.,0.0,1.1,1.1,0.0,0.0,0.1,1.8,1.0,0.3,0.2,0.2,0.0,0.0,0.0,.,0.0,0.0,22.6,4.3,0.1,0.0,0.0,0.0,0.0,0.2,0.7,0.2,0.1,0.0,0.0,0.0,0.2,0.6,0.0,0.0,0.0,0.5,0.0,0.0,0.1,0.2,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.0,0.3,0.1,0.2,0.1,0.3,0.3,0.2,1.9,0.2,0.0,0.0,0.0,0.2,0.1,.,.,.,.,0.0,0.0,0.1,0.1,0.0,0.0,.,0.0,.,0.0,.,.,.,.,.,.,1.5,1.3,0.0,0.1,0.0,.,.,0.1,.,10.1,0.0,1.3,5.2,2.9,2.1,0.8,0.1,0.5,0.8,0.5,0.1,0.2,0.9,0.1,0.5,0.2,0.1,0.0,0.1,0.0,0.0,0.1,0.0,0.1,0.0,0.1,1.5,1.4,0.0,0.5,0.9,.,0.0,0.1,.,0.0,0.1,0.1,0.0,.,.,.,0.1,1.0,0.0,0.0,0.1,0.4,0.0,0.5,.,0.0,3.1,2.7,1.8,0.1,0.1,0.1,0.1,0.1,.,0.3,0.5,0.2,0.2,.
KAZ,151.2,11.0,3.9,2.3,0.1,0.1,0.0,0.0,.,.,0.0,0.3,0.4,0.1,0.1,0.0,0.0,0.0,0.2,0.2,0.1,0.0,0.1,0.0,0.0,0.0,.,.,.,.,0.0,.,.,0.0,0.0,.,.,.,0.0,0.0,0.0,.,.,.,0.0,0.3,4.7,4.7,0.0,0.0,0.0,2.1,1.0,0.7,0.3,0.2,0.2,0.1,0.0,.,0.0,0.0,123.8,32.1,0.8,0.4,0.0,0.4,1.4,2.8,2.3,1.1,0.3,0.3,0.4,0.1,2.6,3.9,0.7,0.5,0.3,1.9,1.3,0.4,1.4,0.5,0.1,0.6,1.2,0.9,0.1,0.6,0.1,0.0,0.7,0.1,0.4,0.2,1.3,5.5,0.1,5.4,0.1,0.0,0.0,0.0,0.1,1.3,.,.,.,.,0.2,0.5,0.7,0.6,0.0,0.1,.,0.0,.,0.0,.,.,.,.,.,.,4.1,3.4,0.2,0.2,0.0,.,.,0.2,.,49.8,0.7,1.1,29.8,14.9,8.8,6.1,1.4,1.9,21.4,18.1,1.9,1.4,0.7,0.0,0.5,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.3,5.7,0.0,0.5,5.2,.,0.1,1.4,.,0.0,0.0,0.0,0.0,.,.,.,0.0,1.4,0.1,0.0,0.1,0.9,0.1,0.4,.,0.1,16.4,9.9,4.1,0.5,1.0,0.7,1.4,0.2,.,2.0,6.4,4.9,1.6,.
KEN,317.2,174.9,103.5,8.9,1.5,1.4,0.0,0.0,.,.,0.0,29.9,33.2,5.9,1.6,0.0,1.0,3.3,5.8,0.9,0.7,0.0,0.4,0.0,0.2,13.5,11.9,.,.,0.7,0.0,.,.,0.6,0.0,0.0,.,0.1,0.1,0.0,0.0,.,.,.,0.0,3.2,27.0,26.9,0.0,0.1,7.8,27.7,9.7,11.4,5.3,1.3,8.8,5.4,0.0,.,3.2,0.2,106.0,31.3,1.6,0.7,0.6,0.3,3.6,1.9,1.5,1.2,0.4,0.3,0.4,0.1,0.6,0.5,0.2,0.2,0.1,2.4,2.7,0.2,0.6,2.3,0.0,0.4,0.2,0.7,0.3,0.2,0.2,0.0,1.7,0.2,1.1,0.4,1.2,6.9,0.6,3.7,3.4,0.0,2.5,0.6,0.3,0.5,.,.,.,.,0.0,0.4,0.1,0.1,0.0,0.0,.,0.0,.,0.0,.,.,.,.,.,.,4.6,2.5,0.1,1.7,0.0,.,.,0.3,.,30.1,0.5,3.7,7.8,12.0,4.4,7.6,1.0,5.1,5.4,3.3,1.7,0.4,13.2,1.5,5.2,1.1,0.9,2.3,0.9,0.4,0.5,3.3,0.4,0.6,0.2,1.2,2.8,1.5,0.0,0.4,1.0,.,0.0,1.1,.,0.2,0.8,0.4,0.1,.,.,.,0.3,9.0,1.7,0.0,0.3,3.2,0.5,3.2,.,0.1,36.3,29.3,14.0,0.9,3.1,1.9,2.4,2.2,.,4.8,6.9,3.0,3.8,0.2
KIR,0.8,0.2,0.1,0.0,0.0,0.0,0.0,0.0,.,.,0.0,.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,.,.,.,.,.,.,.,0.0,.,0.0,.,.,.,.,.,.,.,.,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,.,0.0,0.0,0.5,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,.,0.1,0.0,0.0,0.0,0.0,0.0,0.0,.,.,.,.,0.0,0.0,0.0,0.0,0.0,0.0,.,0.0,.,0.0,.,.,.,.,.,.,0.0,0.0,0.0,0.0,0.0,.,.,0.0,.,0.2,0.0,0.0,0.1,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,.,0.0,0.0,.,0.0,0.0,0.0,0.0,.,.,.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,.,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,.,0.0,0.0,0.0,0.0,.
KWT,9.6,0.9,0.1,0.0,0.0,0.0,0.0,0.0,.,.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,.,.,.,.,.,.,.,0.0,0.0,.,.,.,.,.,.,.,.,.,0.0,0.0,0.6,0.6,0.0,0.0,0.0,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,.,0.0,0.0,7.4,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.4,0.1,0.0,0.0,0.0,0.0,0.1,.,.,.,.,0.0,0.0,0.0,0.0,0.0,0.0,.,0.0,.,0.0,.,.,.,.,.,.,0.5,0.5,0.0,0.0,0.0,.,.,0.0,.,4.2,0.0,0.3,2.7,0.9,0.6,0.3,0.1,0.2,0.2,0.1,0.0,0.1,0.3,0.0,0.2,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.3,0.0,0.1,0.3,.,0.0,0.0,.,0.0,0.0,0.0,0.0,.,.,.,0.0,0.3,0.0,0.0,0.0,0.1,0.0,0.1,.,0.0,1.3,1.0,0.7,0.0,0.1,0.0,0.0,0.0,.,0.1,0.3,0.2,0.1,0.0
KGZ,37.5,3.8,1.4,0.7,0.0,0.0,.,0.0,.,.,0.0,0.2,0.2,0.0,0.0,0.0,.,0.0,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,.,.,.,.,0.0,.,.,0.0,0.0,.,.,.,0.0,0.0,0.0,.,.,.,.,0.1,0.8,0.8,0.0,0.0,0.1,1.5,0.7,0.5,0.2,0.1,0.0,0.0,0.0,.,0.0,0.0,30.5,4.0,0.1,0.1,0.0,0.0,0.1,0.8,0.3,0.3,0.1,0.1,0.0,0.0,0.2,0.5,0.1,0.0,0.0,0.3,0.3,0.1,0.1,0.1,0.0,0.1,0.1,0.2,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.0,0.2,0.2,0.1,0.4,0.1,0.0,0.0,0.0,0.0,0.5,.,.,.,.,0.0,0.3,0.2,0.1,0.0,0.0,.,0.0,.,0.0,.,.,.,.,.,.,0.4,0.0,0.0,0.2,0.0,.,.,0.2,.,19.7,0.2,0.3,13.4,5.0,2.6,2.4,0.4,0.4,1.4,1.4,0.0,0.0,2.4,0.1,1.9,0.9,0.5,0.1,0.3,0.0,0.0,0.0,0.0,0.0,0.1,0.3,0.6,0.6,0.0,0.1,0.4,.,0.0,0.0,.,0.0,0.0,0.1,0.1,.,.,.,0.0,0.7,0.1,0.0,0.0,0.3,0.0,0.3,.,0.1,3.1,2.2,1.2,0.1,0.1,0.1,0.3,0.1,.,0.4,0.9,0.4,0.5,.
LAO,47.2,16.5,7.3,3.5,0.1,0.1,0.0,0.0,.,.,0.0,0.4,1.7,0.3,0.2,0.0,0.0,0.1,0.3,0.1,0.1,0.0,0.0,0.0,0.0,0.3,0.1,.,.,0.0,.,.,.,0.0,0.0,0.1,.,.,0.1,0.1,0.0,.,.,0.0,0.0,0.5,3.9,3.9,0.0,0.0,0.5,4.6,1.6,1.7,0.9,0.4,0.2,0.2,0.0,.,0.0,0.0,26.0,5.2,0.2,0.1,0.1,0.0,0.0,0.1,0.3,2.2,0.8,0.3,0.8,0.2,0.0,0.5,0.0,0.0,0.0,0.2,0.2,0.0,0.1,0.0,0.0,0.0,0.1,0.1,0.2,0.0,0.1,0.0,0.2,0.0,0.1,0.0,0.2,0.4,0.1,1.3,0.3,0.1,0.0,0.1,0.1,0.2,.,.,.,.,0.0,0.1,0.0,0.0,0.0,0.0,.,0.0,.,0.0,.,.,.,.,.,.,0.8,0.6,0.0,0.1,0.0,.,.,0.0,.,11.6,0.3,0.6,5.8,4.3,1.5,2.8,0.3,0.4,2.4,1.2,1.0,0.1,1.7,0.3,0.9,0.3,0.1,0.4,0.1,0.0,0.0,0.1,0.0,0.1,0.1,0.1,1.4,1.2,0.0,0.4,0.8,.,0.0,0.2,.,0.0,0.0,0.0,0.0,.,.,.,0.0,0.9,0.1,0.0,0.0,0.5,0.0,0.2,.,0.0,4.7,3.4,1.0,0.1,0.3,0.3,0.8,0.2,.,0.7,1.3,0.8,0.5,.
